Response_ID,Submitted_DateTime,WO_No,Machine_ID,Cell_ID,Checklist_ID,Item_No,Check_Point,Result,Measured_Value,Observation,Photo_Link,Action_Taken,Tech_ID,Follow_Up_Required,Follow_Up_WO
CR-90477,2026-03-12T11:02:00,WO-1025,MC-01-003,CELL-01,CL-GEN,1,General cleanliness and 5S,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-01-003_1.jpg,Adjusted and re-verified,TECH-04,No,
CR-90478,2026-03-12T11:02:00,WO-1025,MC-01-003,CELL-01,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-04,No,
CR-90479,2026-03-12T11:02:00,WO-1025,MC-01-003,CELL-01,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-04,No,
CR-90480,2026-03-12T11:02:00,WO-1025,MC-01-003,CELL-01,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-04,No,
CR-90481,2026-03-12T11:02:00,WO-1025,MC-01-003,CELL-01,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-04,No,
CR-90482,2026-03-12T11:02:00,WO-1025,MC-01-003,CELL-01,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-04,No,
CR-90483,2026-03-12T12:27:00,WO-1025,MC-01-004,CELL-01,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-03,No,
CR-90484,2026-03-12T12:27:00,WO-1025,MC-01-004,CELL-01,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-03,No,
CR-90485,2026-03-12T12:27:00,WO-1025,MC-01-004,CELL-01,CL-GEN,3,Guard and interlock function,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-01-004_3.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90486,2026-03-12T12:27:00,WO-1025,MC-01-004,CELL-01,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-03,No,
CR-90487,2026-03-12T12:27:00,WO-1025,MC-01-004,CELL-01,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-03,No,
CR-90488,2026-03-12T12:27:00,WO-1025,MC-01-004,CELL-01,CL-GEN,6,Abnormal noise / vibration,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-01-004_6.jpg,Adjusted and re-verified,TECH-03,No,
CR-90489,2026-03-21T08:49:00,WO-1026,MC-02-005,CELL-02,CL-WELD,1,Electrode tip dressing condition,OK,,Within standard,,No action,TECH-06,No,
CR-90490,2026-03-21T08:49:00,WO-1026,MC-02-005,CELL-02,CL-WELD,2,Weld current calibration,OK,21.6,Within standard,,No action,TECH-06,No,
CR-90491,2026-03-21T08:49:00,WO-1026,MC-02-005,CELL-02,CL-WELD,3,Cooling water flow rate,OK,43.9,Within standard,,No action,TECH-06,No,
CR-90492,2026-03-21T08:49:00,WO-1026,MC-02-005,CELL-02,CL-WELD,4,Transformer terminal tightness,OK,,Within standard,,No action,TECH-06,No,
CR-90493,2026-03-21T08:49:00,WO-1026,MC-02-005,CELL-02,CL-WELD,5,Pneumatic cylinder leak check,OK,,Within standard,,No action,TECH-06,No,
CR-90494,2026-03-21T08:49:00,WO-1026,MC-02-005,CELL-02,CL-WELD,6,Earth continuity,OK,49.3,Within standard,,No action,TECH-06,No,
CR-90495,2026-03-21T09:03:00,WO-1026,MC-02-006,CELL-02,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-02,No,
CR-90496,2026-03-21T09:03:00,WO-1026,MC-02-006,CELL-02,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-02,No,
CR-90497,2026-03-21T09:03:00,WO-1026,MC-02-006,CELL-02,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-02,No,
CR-90498,2026-03-21T09:03:00,WO-1026,MC-02-006,CELL-02,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-02,No,
CR-90499,2026-03-21T09:03:00,WO-1026,MC-02-006,CELL-02,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-02,No,
CR-90500,2026-03-21T09:03:00,WO-1026,MC-02-006,CELL-02,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-02,No,
CR-90501,2026-03-21T11:21:00,WO-1026,MC-02-007,CELL-02,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-05,No,
CR-90502,2026-03-21T11:21:00,WO-1026,MC-02-007,CELL-02,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-05,No,
CR-90503,2026-03-21T11:21:00,WO-1026,MC-02-007,CELL-02,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-05,No,
CR-90504,2026-03-21T11:21:00,WO-1026,MC-02-007,CELL-02,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-05,No,
CR-90505,2026-03-21T11:21:00,WO-1026,MC-02-007,CELL-02,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-05,No,
CR-90506,2026-03-21T11:21:00,WO-1026,MC-02-007,CELL-02,CL-GEN,6,Abnormal noise / vibration,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-02-007_6.jpg,Adjusted and re-verified,TECH-05,No,
CR-90507,2026-03-21T12:37:00,WO-1026,MC-02-008,CELL-02,CL-VISION,1,Camera lens cleanliness,OK,,Within standard,,No action,TECH-05,No,
CR-90508,2026-03-21T12:37:00,WO-1026,MC-02-008,CELL-02,CL-VISION,2,Lighting intensity,OK,34.3,Within standard,,No action,TECH-05,No,
CR-90509,2026-03-21T12:37:00,WO-1026,MC-02-008,CELL-02,CL-VISION,3,Reject gate actuation,OK,,Within standard,,No action,TECH-05,No,
CR-90510,2026-03-21T12:37:00,WO-1026,MC-02-008,CELL-02,CL-VISION,4,Master sample pass/fail check,OK,,Within standard,,No action,TECH-05,No,
CR-90511,2026-03-28T08:19:00,WO-1027,MC-03-009,CELL-03,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-03,No,
CR-90512,2026-03-28T08:19:00,WO-1027,MC-03-009,CELL-03,CL-PRESS,2,Clutch & brake air pressure,OK,28.2,Within standard,,No action,TECH-03,No,
CR-90513,2026-03-28T08:19:00,WO-1027,MC-03-009,CELL-03,CL-PRESS,3,Die clamping bolt torque,OK,3.2,Within standard,,No action,TECH-03,No,
CR-90514,2026-03-28T08:19:00,WO-1027,MC-03-009,CELL-03,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-03,No,
CR-90515,2026-03-28T08:19:00,WO-1027,MC-03-009,CELL-03,CL-PRESS,5,Flywheel bearing temperature,OK,22.8,Within standard,,No action,TECH-03,No,
CR-90516,2026-03-28T08:19:00,WO-1027,MC-03-009,CELL-03,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-03,No,
CR-90517,2026-03-28T08:19:00,WO-1027,MC-03-009,CELL-03,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-03,No,
CR-90518,2026-03-28T08:19:00,WO-1027,MC-03-009,CELL-03,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-03,No,
CR-90519,2026-03-28T10:01:00,WO-1027,MC-03-010,CELL-03,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-03,No,
CR-90520,2026-03-28T10:01:00,WO-1027,MC-03-010,CELL-03,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-03,No,
CR-90521,2026-03-28T10:01:00,WO-1027,MC-03-010,CELL-03,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-03,No,
CR-90522,2026-03-28T10:01:00,WO-1027,MC-03-010,CELL-03,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-03,No,
CR-90523,2026-03-28T10:01:00,WO-1027,MC-03-010,CELL-03,CL-GEN,5,Electrical panel inspection,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-03-010_5.jpg,Adjusted and re-verified,TECH-03,No,
CR-90524,2026-03-28T10:01:00,WO-1027,MC-03-010,CELL-03,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-03,No,
CR-90525,2026-03-28T11:18:00,WO-1027,MC-03-011,CELL-03,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-04,No,
CR-90526,2026-03-28T11:18:00,WO-1027,MC-03-011,CELL-03,CL-PRESS,2,Clutch & brake air pressure,OK,53.9,Within standard,,No action,TECH-04,No,
CR-90527,2026-03-28T11:18:00,WO-1027,MC-03-011,CELL-03,CL-PRESS,3,Die clamping bolt torque,OK,27.5,Within standard,,No action,TECH-04,No,
CR-90528,2026-03-28T11:18:00,WO-1027,MC-03-011,CELL-03,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-04,No,
CR-90529,2026-03-28T11:18:00,WO-1027,MC-03-011,CELL-03,CL-PRESS,5,Flywheel bearing temperature,OK,48.8,Within standard,,No action,TECH-04,No,
CR-90530,2026-03-28T11:18:00,WO-1027,MC-03-011,CELL-03,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-04,No,
CR-90531,2026-03-28T11:18:00,WO-1027,MC-03-011,CELL-03,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-04,No,
CR-90532,2026-03-28T11:18:00,WO-1027,MC-03-011,CELL-03,CL-PRESS,8,Emergency stop function,OK,,Within standard,,No action,TECH-04,No,
CR-90533,2026-03-28T11:28:00,WO-1027,MC-03-012,CELL-03,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-06,No,
CR-90534,2026-03-28T11:28:00,WO-1027,MC-03-012,CELL-03,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-06,No,
CR-90535,2026-03-28T11:28:00,WO-1027,MC-03-012,CELL-03,CL-TEST,3,Reference standard verification,OK,57.5,Within standard,,No action,TECH-06,No,
CR-90536,2026-03-28T11:28:00,WO-1027,MC-03-012,CELL-03,CL-TEST,4,Earthing of test bench,OK,27.6,Within standard,,No action,TECH-06,No,
CR-90537,2026-03-28T11:28:00,WO-1027,MC-03-012,CELL-03,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-06,No,
CR-90538,2026-03-30T08:31:00,WO-1028,MC-04-013,CELL-04,CL-FILL,1,Vibrator motor mounting bolts,OK,,Within standard,,No action,TECH-05,No,
CR-90539,2026-03-30T08:31:00,WO-1028,MC-04-013,CELL-04,CL-FILL,2,Sand hopper level sensor,OK,,Within standard,,No action,TECH-05,No,
CR-90540,2026-03-30T08:31:00,WO-1028,MC-04-013,CELL-04,CL-FILL,3,Filling nozzle wear,OK,25.1,Within standard,,No action,TECH-05,No,
CR-90541,2026-03-30T08:31:00,WO-1028,MC-04-013,CELL-04,CL-FILL,4,Compaction cycle time,OK,21,Within standard,,No action,TECH-05,No,
CR-90542,2026-03-30T08:31:00,WO-1028,MC-04-013,CELL-04,CL-FILL,5,Dust extraction suction,OK,36.3,Within standard,,No action,TECH-05,No,
CR-90543,2026-03-30T08:31:00,WO-1028,MC-04-013,CELL-04,CL-FILL,6,Conveyor belt tracking,OK,,Within standard,,No action,TECH-05,No,
CR-90544,2026-03-30T08:31:00,WO-1028,MC-04-013,CELL-04,CL-FILL,7,PLC battery status,OK,,Within standard,,No action,TECH-05,No,
CR-90545,2026-03-30T09:58:00,WO-1028,MC-04-014,CELL-04,CL-FILL,1,Vibrator motor mounting bolts,OK,,Within standard,,No action,TECH-06,No,
CR-90546,2026-03-30T09:58:00,WO-1028,MC-04-014,CELL-04,CL-FILL,2,Sand hopper level sensor,OK,,Within standard,,No action,TECH-06,No,
CR-90547,2026-03-30T09:58:00,WO-1028,MC-04-014,CELL-04,CL-FILL,3,Filling nozzle wear,OK,41,Within standard,,No action,TECH-06,No,
CR-90548,2026-03-30T09:58:00,WO-1028,MC-04-014,CELL-04,CL-FILL,4,Compaction cycle time,OK,17.8,Within standard,,No action,TECH-06,No,
CR-90549,2026-03-30T09:58:00,WO-1028,MC-04-014,CELL-04,CL-FILL,5,Dust extraction suction,OK,43.7,Within standard,,No action,TECH-06,No,
CR-90550,2026-03-30T09:58:00,WO-1028,MC-04-014,CELL-04,CL-FILL,6,Conveyor belt tracking,OK,,Within standard,,No action,TECH-06,No,
CR-90551,2026-03-30T09:58:00,WO-1028,MC-04-014,CELL-04,CL-FILL,7,PLC battery status,OK,,Within standard,,No action,TECH-06,No,
CR-90552,2026-03-30T12:04:00,WO-1028,MC-04-015,CELL-04,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-06,No,
CR-90553,2026-03-30T12:04:00,WO-1028,MC-04-015,CELL-04,CL-OVEN,2,Steam trap operation,OK,,Within standard,,No action,TECH-06,No,
CR-90554,2026-03-30T12:04:00,WO-1028,MC-04-015,CELL-04,CL-OVEN,3,Temperature sensor calibration,OK,40.2,Within standard,,No action,TECH-06,No,
CR-90555,2026-03-30T12:04:00,WO-1028,MC-04-015,CELL-04,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-06,No,
CR-90556,2026-03-30T12:04:00,WO-1028,MC-04-015,CELL-04,CL-OVEN,5,Insulation surface temperature,OK,55.1,Within standard,,No action,TECH-06,No,
CR-90557,2026-03-30T12:04:00,WO-1028,MC-04-015,CELL-04,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-06,No,
CR-90558,2026-03-30T12:45:00,WO-1028,MC-04-016,CELL-04,CL-UTIL,1,Motor current draw,NOT OK,19.3,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-04-016_1.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90559,2026-03-30T12:45:00,WO-1028,MC-04-016,CELL-04,CL-UTIL,2,Vibration level at bearing,OK,47.7,Within standard,,No action,TECH-03,No,
CR-90560,2026-03-30T12:45:00,WO-1028,MC-04-016,CELL-04,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-03,No,
CR-90561,2026-03-30T12:45:00,WO-1028,MC-04-016,CELL-04,CL-UTIL,4,Panel cleanliness and glands,OK,,Within standard,,No action,TECH-03,No,
CR-90562,2026-03-30T12:45:00,WO-1028,MC-04-016,CELL-04,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-03,No,
CR-90563,2026-04-16T08:17:00,WO-1029,MC-05-017,CELL-05,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-03,No,
CR-90564,2026-04-16T08:17:00,WO-1029,MC-05-017,CELL-05,CL-OVEN,2,Steam trap operation,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-05-017_2.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90565,2026-04-16T08:17:00,WO-1029,MC-05-017,CELL-05,CL-OVEN,3,Temperature sensor calibration,OK,9.1,Within standard,,No action,TECH-03,No,
CR-90566,2026-04-16T08:17:00,WO-1029,MC-05-017,CELL-05,CL-OVEN,4,Safety relief valve test,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-05-017_4.jpg,Adjusted and re-verified,TECH-03,Yes,
CR-90567,2026-04-16T08:17:00,WO-1029,MC-05-017,CELL-05,CL-OVEN,5,Insulation surface temperature,OK,50.8,Within standard,,No action,TECH-03,No,
CR-90568,2026-04-16T08:17:00,WO-1029,MC-05-017,CELL-05,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-03,No,
CR-90569,2026-04-16T10:45:00,WO-1029,MC-05-018,CELL-05,CL-OVEN,1,Door gasket condition,OK,,Within standard,,No action,TECH-01,No,
CR-90570,2026-04-16T10:45:00,WO-1029,MC-05-018,CELL-05,CL-OVEN,2,Steam trap operation,OK,,Within standard,,No action,TECH-01,No,
CR-90571,2026-04-16T10:45:00,WO-1029,MC-05-018,CELL-05,CL-OVEN,3,Temperature sensor calibration,OK,32.1,Within standard,,No action,TECH-01,No,
CR-90572,2026-04-16T10:45:00,WO-1029,MC-05-018,CELL-05,CL-OVEN,4,Safety relief valve test,OK,,Within standard,,No action,TECH-01,No,
CR-90573,2026-04-16T10:45:00,WO-1029,MC-05-018,CELL-05,CL-OVEN,5,Insulation surface temperature,OK,40.1,Within standard,,No action,TECH-01,No,
CR-90574,2026-04-16T10:45:00,WO-1029,MC-05-018,CELL-05,CL-OVEN,6,Condensate drain line,OK,,Within standard,,No action,TECH-01,No,
CR-90575,2026-04-16T10:59:00,WO-1029,MC-05-019,CELL-05,CL-UTIL,1,Motor current draw,OK,50,Within standard,,No action,TECH-05,No,
CR-90576,2026-04-16T10:59:00,WO-1029,MC-05-019,CELL-05,CL-UTIL,2,Vibration level at bearing,OK,46.5,Within standard,,No action,TECH-05,No,
CR-90577,2026-04-16T10:59:00,WO-1029,MC-05-019,CELL-05,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-05,No,
CR-90578,2026-04-16T10:59:00,WO-1029,MC-05-019,CELL-05,CL-UTIL,4,Panel cleanliness and glands,OK,,Within standard,,No action,TECH-05,No,
CR-90579,2026-04-16T10:59:00,WO-1029,MC-05-019,CELL-05,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-05,No,
CR-90580,2026-04-16T12:17:00,WO-1029,MC-05-020,CELL-05,CL-UTIL,1,Motor current draw,OK,43.5,Within standard,,No action,TECH-02,No,
CR-90581,2026-04-16T12:17:00,WO-1029,MC-05-020,CELL-05,CL-UTIL,2,Vibration level at bearing,OK,58.2,Within standard,,No action,TECH-02,No,
CR-90582,2026-04-16T12:17:00,WO-1029,MC-05-020,CELL-05,CL-UTIL,3,Coupling / belt condition,OK,,Within standard,,No action,TECH-02,No,
CR-90583,2026-04-16T12:17:00,WO-1029,MC-05-020,CELL-05,CL-UTIL,4,Panel cleanliness and glands,OK,,Within standard,,No action,TECH-02,No,
CR-90584,2026-04-16T12:17:00,WO-1029,MC-05-020,CELL-05,CL-UTIL,5,Leak check on all joints,OK,,Within standard,,No action,TECH-02,No,
CR-90585,2026-04-18T09:14:00,WO-1030,MC-06-021,CELL-06,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-04,No,
CR-90586,2026-04-18T09:14:00,WO-1030,MC-06-021,CELL-06,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-04,No,
CR-90587,2026-04-18T09:14:00,WO-1030,MC-06-021,CELL-06,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-04,No,
CR-90588,2026-04-18T09:14:00,WO-1030,MC-06-021,CELL-06,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-04,No,
CR-90589,2026-04-18T09:14:00,WO-1030,MC-06-021,CELL-06,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-04,No,
CR-90590,2026-04-18T09:14:00,WO-1030,MC-06-021,CELL-06,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-04,No,
CR-90591,2026-04-18T09:30:00,WO-1030,MC-06-022,CELL-06,CL-PRESS,1,Slide / ram guideway lubrication,OK,,Within standard,,No action,TECH-02,No,
CR-90592,2026-04-18T09:30:00,WO-1030,MC-06-022,CELL-06,CL-PRESS,2,Clutch & brake air pressure,OK,52.6,Within standard,,No action,TECH-02,No,
CR-90593,2026-04-18T09:30:00,WO-1030,MC-06-022,CELL-06,CL-PRESS,3,Die clamping bolt torque,OK,33.7,Within standard,,No action,TECH-02,No,
CR-90594,2026-04-18T09:30:00,WO-1030,MC-06-022,CELL-06,CL-PRESS,4,Safety light curtain function,OK,,Within standard,,No action,TECH-02,No,
CR-90595,2026-04-18T09:30:00,WO-1030,MC-06-022,CELL-06,CL-PRESS,5,Flywheel bearing temperature,OK,7.1,Within standard,,No action,TECH-02,No,
CR-90596,2026-04-18T09:30:00,WO-1030,MC-06-022,CELL-06,CL-PRESS,6,Oil level in gearbox,OK,,Within standard,,No action,TECH-02,No,
CR-90597,2026-04-18T09:30:00,WO-1030,MC-06-022,CELL-06,CL-PRESS,7,Air line FRL water drain,OK,,Within standard,,No action,TECH-02,No,
CR-90598,2026-04-18T09:30:00,WO-1030,MC-06-022,CELL-06,CL-PRESS,8,Emergency stop function,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-022_8.jpg,Adjusted and re-verified,TECH-02,No,
CR-90599,2026-04-18T10:03:00,WO-1030,MC-06-023,CELL-06,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-01,No,
CR-90600,2026-04-18T10:03:00,WO-1030,MC-06-023,CELL-06,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-01,No,
CR-90601,2026-04-18T10:03:00,WO-1030,MC-06-023,CELL-06,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-01,No,
CR-90602,2026-04-18T10:03:00,WO-1030,MC-06-023,CELL-06,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-01,No,
CR-90603,2026-04-18T10:03:00,WO-1030,MC-06-023,CELL-06,CL-GEN,5,Electrical panel inspection,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-023_5.jpg,Adjusted and re-verified,TECH-01,Yes,
CR-90604,2026-04-18T10:03:00,WO-1030,MC-06-023,CELL-06,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-01,No,
CR-90605,2026-04-18T11:08:00,WO-1030,MC-06-024,CELL-06,CL-TEST,1,Calibration validity,NOT OK,,"Deviation observed, corrected on the spot",https://epqpl.sharepoint.com/sites/Maintenance/PM_Photos/MC-06-024_1.jpg,Adjusted and re-verified,TECH-04,No,
CR-90606,2026-04-18T11:08:00,WO-1030,MC-06-024,CELL-06,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-04,No,
CR-90607,2026-04-18T11:08:00,WO-1030,MC-06-024,CELL-06,CL-TEST,3,Reference standard verification,OK,24.4,Within standard,,No action,TECH-04,No,
CR-90608,2026-04-18T11:08:00,WO-1030,MC-06-024,CELL-06,CL-TEST,4,Earthing of test bench,OK,23.1,Within standard,,No action,TECH-04,No,
CR-90609,2026-04-18T11:08:00,WO-1030,MC-06-024,CELL-06,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-04,No,
CR-90610,2026-04-17T10:05:00,WO-1031,MC-07-025,CELL-07,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-04,No,
CR-90611,2026-04-17T10:05:00,WO-1031,MC-07-025,CELL-07,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-04,No,
CR-90612,2026-04-17T10:05:00,WO-1031,MC-07-025,CELL-07,CL-TEST,3,Reference standard verification,OK,27.5,Within standard,,No action,TECH-04,No,
CR-90613,2026-04-17T10:05:00,WO-1031,MC-07-025,CELL-07,CL-TEST,4,Earthing of test bench,OK,1.3,Within standard,,No action,TECH-04,No,
CR-90614,2026-04-17T10:05:00,WO-1031,MC-07-025,CELL-07,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-04,No,
CR-90615,2026-04-17T09:08:00,WO-1031,MC-07-026,CELL-07,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-01,No,
CR-90616,2026-04-17T09:08:00,WO-1031,MC-07-026,CELL-07,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-01,No,
CR-90617,2026-04-17T09:08:00,WO-1031,MC-07-026,CELL-07,CL-TEST,3,Reference standard verification,OK,56.5,Within standard,,No action,TECH-01,No,
CR-90618,2026-04-17T09:08:00,WO-1031,MC-07-026,CELL-07,CL-TEST,4,Earthing of test bench,OK,36.9,Within standard,,No action,TECH-01,No,
CR-90619,2026-04-17T09:08:00,WO-1031,MC-07-026,CELL-07,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-01,No,
CR-90620,2026-04-17T11:21:00,WO-1031,MC-07-027,CELL-07,CL-TEST,1,Calibration validity,OK,,Within standard,,No action,TECH-04,No,
CR-90621,2026-04-17T11:21:00,WO-1031,MC-07-027,CELL-07,CL-TEST,2,Test lead / probe condition,OK,,Within standard,,No action,TECH-04,No,
CR-90622,2026-04-17T11:21:00,WO-1031,MC-07-027,CELL-07,CL-TEST,3,Reference standard verification,OK,3.8,Within standard,,No action,TECH-04,No,
CR-90623,2026-04-17T11:21:00,WO-1031,MC-07-027,CELL-07,CL-TEST,4,Earthing of test bench,OK,25.8,Within standard,,No action,TECH-04,No,
CR-90624,2026-04-17T11:21:00,WO-1031,MC-07-027,CELL-07,CL-TEST,5,Interlock and guard function,OK,,Within standard,,No action,TECH-04,No,
CR-90625,2026-05-04T08:53:00,WO-1032,MC-08-028,CELL-08,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-04,No,
CR-90626,2026-05-04T08:53:00,WO-1032,MC-08-028,CELL-08,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-04,No,
CR-90627,2026-05-04T08:53:00,WO-1032,MC-08-028,CELL-08,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-04,No,
CR-90628,2026-05-04T08:53:00,WO-1032,MC-08-028,CELL-08,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-04,No,
CR-90629,2026-05-04T08:53:00,WO-1032,MC-08-028,CELL-08,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-04,No,
CR-90630,2026-05-04T08:53:00,WO-1032,MC-08-028,CELL-08,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-04,No,
CR-90631,2026-05-04T10:42:00,WO-1032,MC-08-029,CELL-08,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-02,No,
CR-90632,2026-05-04T10:42:00,WO-1032,MC-08-029,CELL-08,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-02,No,
CR-90633,2026-05-04T10:42:00,WO-1032,MC-08-029,CELL-08,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-02,No,
CR-90634,2026-05-04T10:42:00,WO-1032,MC-08-029,CELL-08,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-02,No,
CR-90635,2026-05-04T10:42:00,WO-1032,MC-08-029,CELL-08,CL-GEN,5,Electrical panel inspection,OK,,Within standard,,No action,TECH-02,No,
CR-90636,2026-05-04T10:42:00,WO-1032,MC-08-029,CELL-08,CL-GEN,6,Abnormal noise / vibration,OK,,Within standard,,No action,TECH-02,No,
CR-90637,2026-05-04T11:17:00,WO-1032,MC-08-030,CELL-08,CL-GEN,1,General cleanliness and 5S,OK,,Within standard,,No action,TECH-01,No,
CR-90638,2026-05-04T11:17:00,WO-1032,MC-08-030,CELL-08,CL-GEN,2,Fastener tightness check,OK,,Within standard,,No action,TECH-01,No,
CR-90639,2026-05-04T11:17:00,WO-1032,MC-08-030,CELL-08,CL-GEN,3,Guard and interlock function,OK,,Within standard,,No action,TECH-01,No,
CR-90640,2026-05-04T11:17:00,WO-1032,MC-08-030,CELL-08,CL-GEN,4,Lubrication as per chart,OK,,Within standard,,No action,TECH-01,No,
